dateTime,gustPeak,humidity,precipitation,qfePressure,qffPressure,qnhPressure,sunshine,temperature,windDirection,windSpeed
2018-03-04 02:10:00,25.6,94,0.0,963.9,1002.4,1001.1,0.0,1.8,101,13.3
2018-03-04 02:20:00,25.9,93,0.0,963.8,1002.4,1001.0,0.0,1.7,99,12.6
2018-03-04 02:30:00,22.0,94,0.0,963.6,1002.2,1000.8,0.0,1.6,100,14.0
2018-03-04 02:40:00,25.9,93,0.0,963.5,1002.0,1000.7,0.0,1.7,98,13.0
2018-03-04 02:50:00,22.3,94,0.0,963.4,1002.0,1000.6,0.0,1.5,92,13.0
2018-03-04 03:00:00,18.0,93,0.0,963.4,1002.0,1000.6,0.0,1.5,94,11.9
2018-03-04 03:10:00,25.6,92,0.0,963.3,1001.8,1000.5,0.0,2.0,96,13.7
2018-03-04 03:20:00,29.5,92,0.0,963.2,1001.7,1000.4,0.0,1.9,99,14.4
2018-03-04 03:30:00,25.2,93,0.0,963.2,1001.7,1000.4,0.0,1.8,102,13.0
2018-03-04 03:40:00,23.8,93,0.0,963.2,1001.7,1000.4,0.0,1.7,104,14.0
2018-03-04 03:50:00,23.4,94,0.0,963.0,1001.5,1000.2,0.0,1.6,104,15.1
2018-03-04 04:00:00,23.0,93,0.0,962.9,1001.4,1000.1,0.0,1.7,105,13.7
2018-03-04 04:10:00,25.2,94,0.0,962.9,1001.4,1000.1,0.0,1.6,104,13.3
2018-03-04 04:20:00,24.8,94,0.0,962.9,1001.4,1000.1,0.0,1.5,105,14.8
2018-03-04 04:30:00,28.8,94,0.0,963.0,1001.5,1000.2,0.0,1.6,100,16.2
2018-03-04 04:40:00,23.8,94,0.0,963.0,1001.6,1000.2,0.0,1.5,97,14.8
2018-03-04 04:50:00,31.3,94,0.0,963.0,1001.6,1000.2,0.0,1.5,98,15.5
2018-03-04 05:00:00,31.3,94,0.0,963.0,1001.5,1000.2,0.0,1.6,98,17.3
2018-03-04 05:10:00,31.7,95,0.0,962.8,1001.3,1000.0,0.0,1.5,99,18.4
2018-03-04 05:20:00,30.2,94,0.0,962.7,1001.2,999.9,0.0,1.5,99,19.1
2018-03-04 05:30:00,29.9,95,0.0,962.5,1001.0,999.7,0.0,1.4,97,16.9
2018-03-04 05:30:00,29.9,95,0.0,962.5,1001.0,999.7,0.0,1.4,97,16.9
2018-03-04 05:40:00,30.6,94,0.0,962.5,1001.0,999.7,0.0,1.4,99,18.7
2018-03-04 05:50:00,34.2,94,0.0,962.6,1001.1,999.8,0.0,1.4,94,19.4
2018-03-04 06:00:00,27.7,94,0.0,962.4,1000.9,999.6,0.0,1.5,99,16.9
2018-03-04 06:10:00,36.4,93,0.0,962.3,1000.8,999.5,0.0,1.6,98,19.8
2018-03-04 06:20:00,34.6,93,0.0,962.4,1000.9,999.6,0.0,1.7,100,19.4
2018-03-04 06:30:00,38.5,93,0.0,962.3,1000.8,999.5,0.0,1.8,96,20.2
2018-03-04 06:40:00,41.0,93,0.0,962.2,1000.7,999.4,0.0,1.8,98,20.9
2018-03-04 06:50:00,31.7,93,0.0,962.2,1000.7,999.4,0.0,1.8,99,18.7
2018-03-04 07:00:00,31.7,91,0.0,962.2,1000.6,999.4,8.0,2.0,99,18.0
2018-03-04 07:10:00,31.7,91,0.0,962.1,1000.5,999.3,6.0,2.1,93,19.4
2018-03-04 07:30:00,29.2,90,0.0,961.8,1000.2,998.9,0.0,2.3,93,17.6
2018-03-04 07:30:00,29.2,90,0.0,961.8,1000.2,998.9,0.0,2.3,93,17.6
2018-03-04 07:40:00,30.6,89,0.0,962.0,1000.4,999.2,0.0,2.6,94,18.4
2018-03-04 07:50:00,29.9,88,0.0,961.9,1000.2,999.0,3.0,2.8,93,18.4
2018-03-04 08:10:00,36.7,84,0.0,961.6,999.8,998.7,10.0,3.4,96,21.2
2018-03-04 08:10:00,36.7,84,0.0,961.6,999.8,998.7,10.0,3.4,96,21.2
2018-03-04 08:20:00,32.4,84,0.0,961.5,999.7,998.6,10.0,3.6,100,20.5
2018-03-04 08:30:00,31.7,83,0.0,961.5,999.6,998.6,10.0,4.0,101,16.9
2018-03-04 08:40:00,32.0,81,0.0,961.4,999.5,998.5,10.0,4.4,92,16.6
2018-03-04 08:50:00,27.7,81,0.0,961.3,999.3,998.4,10.0,4.9,88,16.2
2018-03-04 09:00:00,33.5,81,0.0,961.1,999.1,998.2,10.0,5.1,81,18.7
2018-03-04 09:10:00,37.1,80,0.0,961.1,999.1,998.2,10.0,5.0,84,20.9
2018-03-04 09:20:00,29.2,80,0.0,961.1,999.0,998.2,10.0,5.3,93,17.6
2018-03-04 09:30:00,31.7,79,0.0,961.1,999.0,998.2,10.0,5.7,96,19.1
2018-03-04 09:40:00,32.0,77,0.0,961.0,998.8,998.1,10.0,6.2,98,18.4
2018-03-04 10:00:00,32.0,73,0.0,961.0,998.7,998.1,10.0,6.6,95,19.1
2018-03-04 10:00:00,32.0,73,0.0,961.0,998.7,998.1,10.0,6.6,95,19.1
2018-03-04 10:20:00,33.5,68,0.0,960.7,998.3,997.8,10.0,7.2,87,20.5
2018-03-04 10:30:00,31.3,68,0.0,960.6,998.3,997.7,2.0,7.0,97,16.9
2018-03-04 10:40:00,38.9,68,0.0,960.5,998.2,997.6,3.0,6.9,96,19.8
2018-03-04 10:50:00,35.3,69,0.0,960.4,998.1,997.5,0.0,7.0,94,20.5
2018-03-04 11:00:00,31.0,68,0.0,960.4,998.0,997.5,0.0,7.1,99,18.7
2018-03-04 11:10:00,29.5,66,0.0,960.5,998.0,997.6,9.0,7.9,102,14.4
2018-03-04 11:20:00,27.7,67,0.0,960.5,998.0,997.6,7.0,7.9,99,13.7
2018-03-04 11:30:00,27.7,65,0.0,960.4,997.9,997.5,10.0,8.3,95,15.8
2018-03-04 11:40:00,31.0,63,0.0,960.2,997.6,997.3,10.0,8.6,90,20.5
2018-03-04 11:50:00,32.4,63,0.0,960.1,997.5,997.2,10.0,8.6,87,17.3
2018-03-04 12:00:00,33.8,60,0.0,960.0,997.3,997.1,10.0,9.3,90,20.5
2018-03-04 12:10:00,30.2,57,0.0,959.7,996.9,996.8,10.0,10.0,87,19.1
2018-03-04 12:20:00,36.0,58,0.0,959.6,996.9,996.7,10.0,9.2,88,20.5
2018-03-04 12:30:00,23.0,57,0.0,959.5,996.8,996.6,6.0,9.6,95,13.3
2018-03-04 12:40:00,27.0,56,0.0,959.3,996.5,996.4,1.0,9.9,103,15.1
2018-03-04 12:50:00,25.2,57,0.0,959.2,996.4,996.3,1.0,10.0,106,12.2
2018-03-04 13:00:00,27.7,55,0.0,959.1,996.3,996.2,2.0,10.1,102,11.2
2018-03-04 13:10:00,27.0,55,0.0,958.9,996.0,996.0,10.0,10.7,91,14.8
2018-03-04 13:20:00,29.2,54,0.0,958.7,995.8,995.7,10.0,10.5,101,14.8
2018-03-04 13:30:00,33.1,52,0.0,958.6,995.7,995.6,3.0,10.8,98,15.1
2018-03-04 13:40:00,27.7,52,0.0,958.5,995.6,995.5,0.0,10.8,104,16.6
2018-03-04 13:50:00,28.8,52,0.0,958.4,995.4,995.4,0.0,10.9,103,15.1
2018-03-04 14:00:00,23.0,51,0.0,958.4,995.4,995.4,6.0,11.2,106,13.7
2018-03-04 14:10:00,24.5,51,0.0,958.4,995.4,995.4,2.0,11.2,114,11.9
2018-03-04 14:20:00,22.0,52,0.0,958.3,995.3,995.3,0.0,11.0,111,11.5
2018-03-04 14:30:00,25.9,48,0.0,958.3,995.3,995.3,0.0,11.2,118,8.6
2018-03-04 14:40:00,21.6,46,0.0,958.3,995.3,995.3,0.0,11.4,124,11.5
2018-03-04 14:50:00,20.9,45,0.0,958.3,995.3,995.3,0.0,11.4,118,10.4
2018-03-04 15:00:00,23.0,45,0.0,958.3,995.3,995.3,0.0,11.4,115,12.2
2018-03-04 15:10:00,24.5,44,0.0,958.2,995.2,995.2,0.0,11.3,109,12.2
2018-03-04 15:20:00,24.5,47,0.0,958.2,995.2,995.2,0.0,10.9,105,16.2
2018-03-04 15:30:00,28.4,48,0.0,958.2,995.2,995.2,0.0,10.9,99,13.3
2018-03-04 15:40:00,23.4,52,0.0,958.1,995.2,995.1,0.0,10.5,91,12.2
2018-03-04 15:50:00,19.8,52,0.0,958.0,995.1,995.0,0.0,10.5,96,10.1
2018-03-04 16:00:00,22.7,52,0.0,958.0,995.1,995.0,0.0,10.5,104,11.9
2018-03-04 16:10:00,17.3,54,0.0,958.0,995.1,995.0,0.0,10.1,104,9.7
2018-03-04 16:20:00,19.1,54,0.0,958.1,995.2,995.1,0.0,10.0,104,11.9
2018-03-04 16:30:00,20.9,55,0.0,958.0,995.2,995.0,0.0,9.8,97,13.0
2018-03-04 16:40:00,20.9,55,0.0,958.0,995.2,995.0,0.0,9.8,89,12.2
2018-03-04 16:50:00,17.3,57,0.0,958.1,995.3,995.1,0.0,9.5,91,9.0
2018-03-04 17:00:00,12.6,57,0.0,958.1,995.3,995.1,0.0,9.3,102,7.9
2018-03-04 17:10:00,12.6,56,0.0,958.3,995.5,995.3,0.0,9.5,91,7.9
2018-03-04 17:20:00,15.8,57,0.0,958.4,995.7,995.4,0.0,9.1,82,9.7
2018-03-04 17:30:00,20.9,56,0.0,958.4,995.7,995.4,0.0,9.2,95,10.8
2018-03-04 17:40:00,17.3,54,0.0,958.7,995.9,995.7,0.0,9.7,123,9.0
2018-03-04 17:50:00,16.9,55,0.0,958.8,996.0,995.9,0.0,9.6,115,9.7
2018-03-04 18:00:00,14.4,55,0.0,958.9,996.1,996.0,0.0,9.5,131,7.9
2018-03-04 18:10:00,11.9,56,0.0,958.9,996.2,996.0,0.0,9.4,109,7.6
2018-03-04 18:20:00,18.4,59,0.0,959.2,996.6,996.3,0.0,8.5,157,11.2
2018-03-04 18:30:00,19.1,55,0.0,959.3,996.6,996.4,0.0,9.0,143,7.2
2018-03-04 18:40:00,11.2,57,0.0,959.2,996.6,996.3,0.0,8.6,120,5.0
2018-03-04 18:50:00,15.8,63,0.0,959.7,997.3,996.8,0.0,7.4,219,11.5
2018-03-04 19:00:00,16.6,64,0.0,960.0,997.6,997.1,0.0,7.4,238,10.1
2018-03-04 19:10:00,12.2,62,0.0,960.4,998.0,997.5,0.0,7.6,245,6.5
2018-03-04 19:20:00,8.3,60,0.0,960.6,998.1,997.7,0.0,7.9,209,4.3
2018-03-04 19:30:00,23.0,58,0.0,960.8,998.2,997.9,0.0,9.0,262,9.4
2018-03-04 19:40:00,18.7,63,0.0,961.1,998.5,998.2,0.0,9.0,261,8.6
2018-03-04 19:50:00,15.1,66,0.0,961.4,998.8,998.5,0.0,9.2,263,8.3
2018-03-04 20:00:00,14.4,69,0.0,961.6,999.0,998.7,0.0,9.1,279,6.8
2018-03-04 20:10:00,15.5,72,0.0,961.8,999.3,998.9,0.0,8.7,281,8.3
2018-03-04 20:20:00,21.2,73,0.0,962.0,999.5,999.2,0.0,8.5,267,9.4
2018-03-04 20:30:00,20.2,73,0.0,962.2,999.7,999.4,0.0,8.3,267,9.4
2018-03-04 20:40:00,11.9,76,0.0,962.3,999.9,999.5,0.0,7.7,269,5.4
2018-03-04 20:50:00,17.3,75,0.0,962.3,999.9,999.5,0.0,7.7,261,7.6
2018-03-04 21:00:00,9.4,77,0.0,962.3,1000.0,999.5,0.0,7.5,256,4.7
2018-03-04 21:10:00,7.9,79,0.0,962.3,1000.0,999.5,0.0,7.2,259,4.0
2018-03-04 21:20:00,7.9,81,0.0,962.3,1000.0,999.5,0.0,7.1,287,4.7
2018-03-04 21:30:00,10.1,79,0.0,962.2,999.9,999.4,0.0,7.3,278,5.0
2018-03-04 21:40:00,10.1,82,0.0,962.4,1000.2,999.6,0.0,6.8,294,4.7
2018-03-04 21:50:00,10.4,82,0.0,962.7,1000.5,999.9,0.0,6.9,297,6.1
2018-03-04 22:00:00,7.6,83,0.0,962.8,1000.6,1000.0,0.0,6.8,290,3.6
2018-03-04 22:00:00,7.6,83,0.0,962.8,1000.6,1000.0,0.0,6.8,290,3.6
2018-03-04 22:10:00,6.8,83,0.0,962.8,1000.6,1000.0,0.0,6.6,295,4.0
2018-03-04 22:20:00,6.5,83,0.0,962.8,1000.6,1000.0,0.0,6.6,280,2.9
2018-03-04 22:30:00,5.4,86,0.0,962.7,1000.6,999.9,0.0,5.7,229,2.2
2018-03-04 22:40:00,6.5,84,0.0,962.7,1000.6,999.9,0.0,6.0,188,4.0
2018-03-04 22:50:00,5.8,83,0.0,962.8,1000.6,1000.0,0.0,6.4,112,2.9
2018-03-04 23:00:00,6.5,84,0.0,962.7,1000.5,999.9,0.0,6.3,116,4.3
2018-03-04 23:10:00,6.1,85,0.0,962.7,1000.6,999.9,0.0,5.9,138,4.7
2018-03-04 23:20:00,8.6,86,0.0,962.7,1000.7,999.9,0.0,5.4,153,5.0
2018-03-04 23:30:00,6.5,85,0.0,962.7,1000.7,999.9,0.0,5.5,145,4.7
2018-03-04 23:50:00,3.2,88,0.0,962.8,1000.8,1000.0,0.0,5.2,7,1.8
2018-03-05 00:00:00,3.6,89,0.0,962.7,1000.8,999.9,0.0,4.3,81,1.8
2018-03-05 00:10:00,4.0,91,0.0,962.8,1001.0,1000.0,0.0,4.0,137,1.1
2018-03-05 00:20:00,4.0,91,0.0,962.7,1000.9,999.9,0.0,4.1,142,1.8
2018-03-05 00:30:00,6.1,91,0.0,962.7,1000.8,999.9,0.0,4.4,101,3.6
2018-03-05 00:40:00,7.2,93,0.0,962.7,1000.9,999.9,0.0,3.9,93,4.7
2018-03-05 00:40:00,7.2,93,0.0,962.7,1000.9,999.9,0.0,3.9,93,4.7
2018-03-05 00:50:00,8.3,91,0.0,962.7,1000.8,999.9,0.0,4.6,76,5.0
2018-03-05 01:10:00,8.3,92,0.0,962.7,1000.8,999.9,0.0,4.3,97,5.4
2018-03-05 01:20:00,9.0,92,0.0,962.6,1000.8,999.8,0.0,4.1,94,5.8
2018-03-05 01:20:00,9.0,92,0.0,962.6,1000.8,999.8,0.0,4.1,94,5.8
2018-03-05 01:40:00,10.1,91,0.0,962.4,1000.5,999.6,0.0,4.2,105,6.1
2018-03-05 01:50:00,6.8,93,0.0,962.3,1000.6,999.5,0.0,3.3,170,4.0
2018-03-05 02:00:00,5.8,93,0.0,962.2,1000.5,999.4,0.0,2.9,177,2.9
2018-03-05 02:10:00,4.0,94,0.0,962.2,1000.5,999.4,0.0,2.8,153,1.4
2018-03-05 02:20:00,1.8,93,0.0,962.1,1000.4,999.3,0.0,2.8,126,0.7
2018-03-05 02:30:00,4.7,92,0.0,962.0,1000.2,999.2,0.0,3.6,114,1.8
2018-03-05 02:40:00,4.7,94,0.0,962.0,1000.2,999.2,0.0,3.6,94,2.9
2018-03-05 02:50:00,4.7,96,0.0,961.9,1000.3,999.0,0.0,2.5,111,2.9
2018-03-05 03:00:00,6.8,95,0.0,961.8,1000.3,998.9,0.0,1.3,142,3.6
2018-03-05 03:10:00,4.7,94,0.0,961.7,1000.1,998.8,0.0,2.4,140,2.5
2018-03-05 03:20:00,6.1,95,0.0,961.6,1000.1,998.7,0.0,1.8,122,3.6
2018-03-05 03:30:00,6.1,94,0.0,961.5,999.8,998.6,0.0,3.0,115,3.2
2018-03-05 03:40:00,10.1,93,0.0,961.4,999.7,998.5,0.0,3.0,108,5.0
2018-03-05 03:50:00,16.6,94,0.0,961.3,999.6,998.4,0.0,2.8,105,7.6
2018-03-05 04:10:00,16.2,95,0.0,961.3,999.6,998.4,0.0,2.9,106,10.1
2018-03-05 04:20:00,16.2,96,0.0,961.3,999.6,998.4,0.0,2.8,99,10.1
2018-03-05 04:30:00,14.4,95,0.0,961.3,999.6,998.4,0.0,2.6,102,9.0
2018-03-05 04:40:00,15.5,95,0.0,961.2,999.5,998.3,0.0,2.6,102,9.0
2018-03-05 04:50:00,15.1,95,0.0,961.1,999.4,998.2,0.0,2.7,108,9.0
2018-03-05 05:00:00,11.2,95,0.0,961.1,999.4,998.2,0.0,2.6,109,7.2
2018-03-05 05:10:00,14.0,95,0.0,961.0,999.3,998.1,0.0,2.4,104,8.6
2018-03-05 05:20:00,14.8,95,0.0,960.8,999.2,997.9,0.0,2.2,102,9.0
2018-03-05 05:30:00,16.9,96,0.0,960.7,999.1,997.8,0.0,2.2,104,9.4
2018-03-05 05:40:00,17.3,96,0.0,960.6,999.0,997.7,0.0,2.2,102,10.4
2018-03-05 05:50:00,19.1,97,0.0,960.5,998.8,997.6,0.0,2.2,101,12.2
2018-03-05 06:00:00,23.0,97,0.0,960.4,998.7,997.5,0.0,2.2,103,13.0
2018-03-05 06:10:00,21.2,97,0.0,960.3,998.7,997.4,0.0,2.0,99,13.3
2018-03-05 06:20:00,20.9,97,0.0,960.2,998.6,997.3,0.0,1.9,100,12.6
2018-03-05 06:30:00,20.2,97,0.0,960.1,998.5,997.2,0.0,2.0,100,11.2
2018-03-05 06:40:00,19.1,97,0.0,960.0,998.4,997.1,0.0,2.0,101,12.2
2018-03-05 06:50:00,21.6,96,0.0,960.0,998.4,997.1,0.0,2.0,99,13.3
2018-03-05 07:00:00,22.7,96,0.0,960.0,998.4,997.1,0.0,2.0,92,14.8
2018-03-05 07:10:00,20.2,95,0.0,959.9,998.2,997.0,0.0,2.1,98,13.0
2018-03-05 07:20:00,20.2,95,0.0,959.9,998.3,997.0,0.0,2.0,98,12.6
2018-03-05 07:30:00,15.8,94,0.0,959.9,998.2,997.0,0.0,2.5,104,10.4
2018-03-05 07:40:00,21.2,93,0.0,959.9,998.1,997.0,5.0,2.9,99,13.3
2018-03-05 07:50:00,24.1,90,0.0,959.9,998.0,997.0,10.0,3.5,97,14.0
2018-03-05 08:00:00,23.8,90,0.0,959.9,998.0,997.0,10.0,3.7,93,14.8
2018-03-05 08:10:00,22.7,88,0.0,959.9,998.0,997.0,10.0,4.0,92,13.3
2018-03-05 08:20:00,18.7,86,0.0,959.8,997.8,996.9,10.0,4.7,95,11.9
2018-03-05 08:30:00,24.1,85,0.0,959.7,997.6,996.8,10.0,4.8,95,15.1
2018-03-05 08:40:00,18.4,84,0.0,959.6,997.5,996.7,10.0,5.3,96,10.4
2018-03-05 08:50:00,26.3,82,0.0,959.5,997.2,996.6,10.0,6.1,93,12.2
2018-03-05 09:00:00,19.1,80,0.0,959.5,997.2,996.6,10.0,6.3,80,10.1
2018-03-05 09:00:00,19.1,80,0.0,959.5,997.2,996.6,10.0,6.3,80,10.1
2018-03-05 09:10:00,15.8,77,0.0,959.4,997.0,996.5,10.0,7.1,79,8.6
2018-03-05 09:20:00,16.2,76,0.0,959.3,996.9,996.4,10.0,7.2,78,10.1
2018-03-05 09:30:00,15.5,75,0.0,959.2,996.7,996.3,10.0,7.5,83,9.4
2018-03-05 09:50:00,20.2,71,0.0,958.9,996.3,996.0,10.0,8.2,88,11.5
2018-03-05 10:00:00,24.8,69,0.0,958.8,996.2,995.9,10.0,8.6,89,12.6
2018-03-05 10:10:00,30.2,67,0.0,958.7,996.0,995.7,10.0,8.9,79,14.4
2018-03-05 10:20:00,24.1,66,0.0,958.6,995.8,995.6,10.0,9.4,67,14.4
2018-03-05 10:30:00,19.4,65,0.0,958.5,995.7,995.5,10.0,9.7,80,10.8
2018-03-05 10:40:00,21.6,65,0.0,958.5,995.7,995.5,10.0,9.6,86,12.6
2018-03-05 10:50:00,14.4,65,0.0,958.4,995.6,995.4,10.0,9.6,100,7.9
2018-03-05 11:00:00,15.8,63,0.0,958.3,995.5,995.3,10.0,10.0,105,9.4
2018-03-05 11:10:00,19.1,61,0.0,958.1,995.2,995.1,10.0,10.6,89,9.7
2018-03-05 11:20:00,16.2,60,0.0,957.9,994.9,994.9,10.0,11.1,98,9.4
2018-03-05 11:30:00,16.9,60,0.0,957.8,994.8,994.8,10.0,11.0,110,9.7
2018-03-05 11:40:00,16.9,58,0.0,957.6,994.6,994.6,10.0,10.7,110,8.6
2018-03-05 11:50:00,15.5,57,0.0,957.5,994.5,994.5,10.0,11.0,116,9.0
2018-03-05 12:00:00,15.5,57,0.0,957.3,994.3,994.3,10.0,11.2,97,7.2
2018-03-05 12:10:00,14.0,55,0.0,957.1,994.0,994.1,10.0,11.6,103,7.9
2018-03-05 12:20:00,16.9,54,0.0,957.0,993.9,994.0,10.0,11.6,92,8.6
2018-03-05 12:30:00,21.6,52,0.0,956.8,993.6,993.8,10.0,11.9,86,7.6
2018-03-05 12:40:00,11.9,57,0.0,956.7,993.6,993.7,10.0,11.6,9,6.1
2018-03-05 12:50:00,11.2,55,0.0,956.6,993.4,993.6,10.0,12.3,6,5.0
